f,mag,re,im
4664,53.34379295,34.615858,40.586976
4665,15.86266555,14.346154,-6.768458
4666,28.45268817,26.190357,-11.118483
4667,15.63813418,9.027254,-12.769492
4668,21.10761096,-19.398044,-8.321486
4669,30.14354853,20.718872,-21.894334
4670,13.45768974,-12.349784,5.347172
4671,33.21424212,17.036945,28.511899
4672,31.51477262,27.991783,14.478984
4673,16.46566084,-12.132938,11.131478
4674,23.42309668,16.72386,16.399816
4675,23.4355036,21.907814,8.322891
4676,33.45839224,0.474037,33.455034
4677,34.85240996,33.19961,10.605488
4678,35.87012021,13.14477,-33.374849
4679,22.24814212,15.235877,16.212584
4680,21.89567133,9.844595,19.557719
4681,13.0208557,-2.127204,12.845921
4682,10.6858603,2.31593,-10.431878
4683,22.08568914,-10.536482,-19.410312
4684,90.50845044,-13.365129,-89.516216
4685,24.67440164,11.928906,-21.599243
4686,7.051770702,-4.942304,-5.03002
4687,6.362369827,-5.407084,3.353087
4688,23.80137994,-8.721633,-22.145853
4689,13.69633262,-13.579708,1.783552
4690,31.08308984,29.97901,8.210812
4691,70.64585632,-43.116922,55.962202
4692,16.27271788,-13.370271,-9.275624
4693,29.5568195,28.384397,8.242062
4694,31.19577134,14.4694,27.63716
4695,21.69176679,-15.832426,14.827914
4696,7.824906296,5.23239,-5.818183
4697,33.92679019,-19.452194,27.796389
4698,17.57102485,3.801466,-17.154876
4699,34.47847863,9.75065,-33.070989
4700,32.90219744,17.723989,27.720296
4701,32.7851332,30.216529,12.721098
4702,23.49005369,17.191615,-16.007217
4703,25.60419109,22.774136,-11.700997
4704,23.11751903,-5.045687,-22.560158
4705,40.44840074,18.289632,36.077174
4706,40.766684,-40.121588,-7.223621
4707,33.25616789,-22.302877,24.668895
4708,12.78885616,-5.622595,11.486569
4709,19.65468016,-18.18239,-7.463722
4710,27.14279651,26.584311,5.477756
4711,18.43381641,-17.981361,4.059094
4712,5.800670907,3.152625,-4.869162
4713,24.55121464,-21.454317,-11.936265
4714,9.459707058,3.718216,8.698329
4715,26.55123599,-6.760714,25.676076
4716,44.04923371,28.365589,33.700569
4717,44.36526313,-16.8499,41.040924
4718,32.182049,-1.097254,32.163338
4719,14.31100155,2.1649,14.146306
4720,47.42941419,9.064651,46.555144
4721,43.1507623,-2.484754,43.079163
4722,16.88739968,14.329778,-8.93542
4723,15.20227394,14.989424,-2.535015
4724,38.06100478,-5.641233,-37.640624
4725,29.08871955,8.509273,-27.816288
4726,33.69187276,18.076692,-28.431945
4727,54.22777662,53.438831,9.216458
4728,39.70231743,-33.673754,21.032173
4729,22.45654273,13.239309,-18.138826
4730,30.4362066,30.359182,2.163964
4731,48.16872449,-9.387579,47.245099
4732,56.99533751,56.916003,-3.006177
4733,6.918095384,5.80211,-3.7677
4734,14.36670436,-13.727874,4.236469
4735,22.915436,-22.130654,-5.945701
4736,21.38631174,-21.09064,-3.543901
4737,35.50977056,1.60106,35.473658
4738,12.18419125,2.723359,11.875935
4739,14.57166674,14.535665,1.023677
4740,11.09653569,-4.021821,-10.342053
4741,54.15404716,53.999864,4.083566
4742,41.84118969,35.955846,-21.397717
4743,55.56806825,42.078503,36.293385
4744,6.480207669,-6.019044,-2.400875
4745,20.08233029,-15.035731,-13.312655
4746,18.82264725,18.756385,-1.577996
4747,29.77606598,27.962742,-10.232261
4748,11.8039137,-6.664727,-9.742371
4749,24.74549653,-24.322271,-4.557053
4750,25.74731578,-16.167109,20.038684
4751,42.30674061,24.922869,34.186414
4752,48.99478134,-27.757632,40.373289
4753,20.74779299,-3.706614,-20.414013
4754,40.45464393,-40.390635,2.274823
4755,23.89872693,23.888524,-0.698262
4756,36.66589708,-24.843892,26.966072
4757,25.10843584,-24.899843,-3.229763
4758,35.60891295,32.495495,-14.561507
4759,36.74495204,4.794552,36.430808
4760,17.61893926,17.132096,-4.113187
4761,8.738965355,-8.691187,-0.91257
4762,42.10538036,12.530558,-40.197614
4763,19.81562343,11.643376,-16.034049
4764,66.13231206,-64.398896,-15.042104
4765,14.03632408,-13.034713,5.207173
4766,63.8155029,-57.231159,28.231416
4767,31.93591761,8.988496,30.644898
4768,34.55542634,-33.719782,-7.553396
4769,30.78326987,-19.455826,-23.855409
4770,9.747402825,-6.762856,-7.019661
4771,23.28428274,-5.226541,-22.69011
4772,25.55222693,-25.265518,3.817054
4773,9.490794433,9.103744,-2.682727
4774,4.684636572,-4.630788,0.708253
4775,20.38998063,-9.806928,-17.876674
4776,58.71640355,51.544022,28.121697
4777,34.9980633,33.734662,9.318638
4778,25.43339695,18.664542,-17.276937
4779,24.88719339,0.612667,-24.879651
4780,40.68450676,36.745908,17.463314
4781,27.63273312,-23.79316,-14.051814
4782,61.91388984,53.350967,-31.416621
4783,34.94126107,25.171797,-24.233703
4784,18.70189555,17.697882,6.045318
4785,31.61606764,31.017125,-6.124842
4786,12.51933151,-11.814331,-4.141889
4787,71.66363392,-71.6615,-0.553032
4788,19.20366363,-15.445167,-11.411727
4789,18.51011958,-10.68323,15.115989
4790,19.91904843,-19.912317,0.517805
4791,28.14823637,-14.060587,24.384895
4792,21.66696955,-10.588576,-18.903429
4793,22.77265702,2.039858,-22.681113
4794,27.35655653,10.797249,25.135644
4795,31.60565107,-16.324687,27.063292
4796,8.405795217,6.745912,-5.014984
4797,20.70453985,20.703389,-0.218299
4798,31.20412479,-30.775787,5.152508
4799,26.91284531,26.859712,-1.6903
4800,47.25980295,-17.298401,43.980158
4801,10.13066459,3.824646,-9.380962
4802,9.619065239,-4.393976,-8.556833
4803,36.95630518,36.797297,-3.424533
4804,18.7628701,16.223975,9.424857
4805,39.74350158,38.925477,-8.022042
4806,44.16253985,-38.325004,-21.943655
4807,43.62519677,42.837176,8.254341
4808,19.75357134,-17.148314,-9.805045
4809,9.539042243,-4.129222,8.599003
4810,15.01567469,10.940396,10.284854
4811,18.71917126,13.20923,13.26362
4812,30.38048312,-19.068877,23.650617
4813,62.42753626,16.872898,60.104098
4814,16.42822123,16.428177,-0.038122
4815,26.67944432,22.651329,14.096455
4816,27.19917159,-22.487099,15.301154
4817,32.90984098,5.0613,-32.518316
4818,4.592555412,-4.48807,0.97406
4819,45.62252138,24.287242,-38.620517
4820,36.92158317,-4.717893,36.618913
4821,23.20755127,3.949198,22.869068
4822,14.2996328,13.10898,-5.71263
4823,25.31771638,24.897126,-4.595637
4824,35.09438147,20.703871,-28.336643
4825,32.40935077,-18.725029,-26.452586
4826,23.56044303,8.032252,-22.148982
4827,19.21386758,17.974898,-6.787912
4828,14.65965912,-13.542859,5.612181
4829,31.89765519,-31.897413,-0.124299
4830,18.78597289,17.113337,7.748966
4831,9.129936678,5.240247,7.476333
4832,16.43703333,-2.176119,-16.292347
4833,15.1519282,-14.883408,-2.839911
4834,23.43359266,2.27902,23.322507
4835,9.263183361,4.231071,-8.240425
4836,23.68493403,-5.587853,-23.016342
4837,15.50077884,15.397443,1.786867
4838,41.63798457,34.701927,-23.010824
4839,15.00525886,14.83502,2.25388
4840,59.30512765,-13.631064,57.717348
4841,29.66719035,-27.734262,10.533418
4842,33.03182833,5.547421,-32.562675
4843,31.74560871,-8.72919,30.521876
4844,20.48851301,-15.708351,-13.153968
4845,55.58600809,-55.407021,-4.457165
4846,23.92752295,13.016495,20.077281
4847,23.28145299,-23.275527,-0.525258
4848,31.98038,24.609996,20.42285
4849,30.487252,-30.342085,-2.971601
4850,11.06229715,7.844683,7.799703
4851,26.70096532,10.315986,-24.627667
4852,30.94333459,7.68106,29.974844
4853,26.57439186,-3.615369,26.327313
4854,16.03537544,-14.810762,6.146104
4855,45.77033765,7.3564,45.175294
4856,24.71373984,-19.372727,15.344914
4857,27.43036317,17.723479,20.93569
4858,75.33161879,68.827619,-30.620445
4859,25.30264991,25.179802,-2.490314
4860,96.90991067,-38.437407,-88.961208
4861,14.63229901,3.80854,-14.127958
4862,28.02594736,-6.241249,-27.322162
4863,34.47974269,26.768382,21.732611
4864,40.27868377,-11.79837,38.511957
4865,28.16520057,20.893084,18.888027
4866,27.24309941,25.327192,10.035926
4867,7.030255485,-1.152205,6.935194
4868,34.95692992,9.105393,-33.750241
4869,20.36186491,-19.868764,-4.45396
4870,45.49189081,-24.619709,38.254177
4871,8.875480389,-8.809756,1.078124
4872,25.90282684,-24.173819,-9.304994
4873,24.81761982,-23.252416,-8.674065
4874,27.17738748,-19.489848,-18.940861
4875,34.68410236,24.646767,-24.403357
4876,36.15609401,17.612674,31.576207
4877,27.64781984,27.502692,-2.829112
4878,23.85044376,-13.593302,19.597597
4879,37.92155069,-21.043992,31.546702
4880,27.70549561,-26.022373,-9.5095
4881,12.48704179,3.484126,11.991125
4882,32.31200592,-22.641522,-23.052705
4883,30.50045574,-26.887029,-14.40019
4884,12.52015448,-7.58805,9.958703
4885,29.01372556,7.101753,-28.131146
4886,10.95815912,0.074628,10.957905
4887,46.12000128,40.828433,21.449792
4888,22.25919871,-19.607149,-10.537155
4889,50.85605015,-33.604055,-38.172049
4890,34.67039165,32.885678,-10.980357
4891,30.00204102,-20.446173,21.95624
4892,24.12393781,-17.212637,16.902352
4893,28.41827475,-1.215764,-28.392257
4894,7.95181457,2.60878,7.511699
4895,27.27555418,-26.730308,-5.426462
4896,7.389072387,4.493414,-5.865801
4897,11.64886081,-4.675606,10.669333
4898,28.60470709,9.278473,-27.058071
4899,2.079350861,-1.700255,1.19701
4900,49.10503173,2.009906,-49.063881
4901,12.24717451,-9.919026,-7.183746
4902,26.02214364,23.848818,-10.410852
4903,4.206595936,-1.997647,-3.702007
4904,35.64352648,-31.82974,-16.041466
4905,16.27166547,-13.588221,-8.951388
4906,14.84983594,-5.687172,13.717642
4907,39.330353,37.915994,10.452467
4908,12.25919408,2.172405,12.065177
4909,27.67453651,15.610426,-22.851577
4910,21.63151593,-20.263286,7.571111
4911,30.9137552,-24.73075,-18.548592
4912,21.12798912,-21.039783,1.928589
4913,28.68109729,17.409648,22.792751
4914,18.71689453,-18.223138,-4.270759
4915,11.44009135,-6.43137,-9.46114
4916,28.58424315,14.278802,24.762366
4917,29.99111617,27.386234,-12.225434
4918,10.18288416,-7.273975,7.126038
4919,44.92203133,17.061248,41.556019
4920,34.56787719,11.096074,-32.73859
4921,20.63383781,15.500577,-13.619375
4922,5.473278206,-5.345858,1.174128
4923,34.03653646,27.422415,-20.16177
4924,14.38533151,11.227306,8.993629
4925,10.08534202,-2.053645,-9.87404
4926,11.52790269,9.859654,5.973254
4927,32.5810061,14.188314,29.3294
4928,22.43964446,-12.415544,-18.692028
4929,34.31932686,-24.585381,23.945255
4930,45.94231986,-36.925777,-27.334662
4931,36.54473942,30.280662,20.459704
4932,33.69114551,-26.376987,20.960626
4933,27.99091431,-18.923939,-20.624641
4934,19.57974186,-17.570487,-8.639692
4935,26.84673477,12.185369,23.922039
4936,38.7251801,36.556995,12.775981
4937,29.41351955,9.170604,27.947364
4938,19.25174422,2.062772,19.140915
4939,19.01198531,14.650733,-12.116584
4940,23.06187011,19.544964,-12.241088
4941,13.71532471,-13.355909,-3.119267
4942,40.35893674,24.783355,31.853243
4943,9.253383214,3.341047,-8.629166
4944,20.88386723,19.26885,-8.052784
4945,25.69624927,-11.945869,-22.75068
4946,38.36921428,-15.268678,-35.200342
4947,21.92283212,14.14778,-16.746668
4948,24.18694249,9.338597,-22.311405
4949,20.38428899,-7.525631,-18.944237
4950,24.87820555,18.928801,-16.143903
4951,39.95993406,-21.090315,-33.941051
4952,53.70065825,-21.804677,49.074604
4953,16.06797136,-6.053371,-14.884099
4954,39.08872965,-17.077694,35.16079
4955,22.35278982,-12.741579,18.365712
4956,25.67459674,-3.370384,25.452415
4957,46.63357803,43.293753,17.330365
4958,17.57189633,11.917556,-12.912916
4959,18.39581314,-17.11844,6.735351
4960,44.75882727,41.170939,-17.558656
4961,22.26719142,10.99936,19.360834
4962,34.53963208,-1.028858,34.524305
4963,46.20905573,-28.121807,-36.666617
4964,16.07289726,-5.012359,-15.271355
4965,30.83955262,-15.622158,-26.589964
4966,13.67075054,13.589518,1.488093
4967,44.73461858,-2.578491,-44.660245
4968,68.15607999,-56.351451,-38.337517
4969,53.63366215,7.218595,53.145664
4970,25.3495997,-19.341597,-16.386117
4971,16.16287319,13.023525,9.572161
4972,22.777637,-4.617826,22.304628
4973,49.13564082,-48.708517,6.46464
4974,38.88775387,-34.275715,-18.369343
4975,43.30115247,30.54801,30.688905
4976,25.12693229,-12.129684,22.005306
4977,36.29304346,35.148206,-9.043706
4978,30.17394732,-0.011838,30.173945
4979,20.85064178,19.677419,-6.895538
4980,26.22498826,11.362285,23.635746
4981,15.79263787,3.69582,-15.354098
4982,33.901369,33.087011,-7.385968
4983,42.34616293,2.100927,-42.294014
4984,35.15695726,29.3561,-19.345052
4985,24.5140673,12.37091,21.16365
4986,10.28694492,10.283413,0.269542
4987,39.23680718,-1.78519,-39.196175
4988,20.74339519,-2.03463,20.64337
4989,16.36848722,-15.239753,-5.973048
4990,24.80819706,-18.424174,-16.613141
4991,13.44798318,-12.175442,5.710242
4992,39.81759243,17.245825,-35.889026
4993,28.51140749,28.303998,-3.432791
4994,48.50222548,48.500254,0.437308
4995,44.44826842,43.514891,9.061061
4996,54.21863755,52.479959,13.620373
4997,10.55919576,9.960309,3.505547
4998,22.67962526,22.678896,0.181874
4999,19.42307551,-18.563342,-5.714735
5000,2.851573807,0.332017,2.832179
5001,11.1561983,11.124311,-0.842891
5002,30.78910505,-6.686142,30.054359
5003,9.818062896,4.347731,-8.802931
5004,39.90344626,-25.918048,30.340399
5005,30.3968909,28.577093,10.359572
5006,17.95718766,-15.135211,-9.663642
5007,2.802204726,2.770553,-0.419985
5008,40.80476596,-38.238573,-14.242207
5009,6.831683658,6.788541,0.766559
5010,38.98597677,-20.284059,-33.293593
5011,16.16582494,-14.414819,-7.317574
5012,16.23244926,-11.159079,11.788442
5013,9.953137628,4.984533,8.615067
5014,29.77743158,-28.09885,-9.856473
5015,13.87206842,13.523153,-3.091701
5016,102.3576729,15.610364,101.160317
5017,14.82142848,-7.532627,12.764571
5018,20.86799902,8.26138,-19.163063
5019,36.76950182,32.147384,-17.847744
5020,56.39644053,56.296551,-3.355123
5021,16.93378369,-4.466741,16.334052
5022,9.146427728,7.629834,-5.044083
5023,32.97443796,1.587002,32.936226
5024,20.45173529,6.189532,-19.492644
5025,15.59225352,-3.08152,-15.284718
5026,5.15093549,5.069403,-0.912847
5027,29.37369864,-3.345089,29.182607
5028,9.621351085,-8.744374,4.013268
5029,55.53016857,-47.648896,28.516352
5030,35.25102112,24.577429,25.270229
5031,26.98588709,-5.77675,26.360335
5032,19.26791434,-0.890529,19.247324
5033,29.16005409,24.387314,15.986484
5034,40.2284024,-32.4179,23.820246
5035,21.85187233,-21.760465,1.996619
5036,56.67386652,-29.42878,-48.434224
5037,23.74534829,23.738655,-0.563759
5038,19.00797727,10.200779,-16.038931
5039,14.38259218,-14.352818,-0.924972
5040,11.45061588,3.555859,-10.884506
5041,17.5439524,-12.134103,12.670983
5042,35.15375685,-8.83565,-34.025254
5043,39.33276098,34.783612,-18.362092
5044,25.80831542,20.572578,-15.583266
5045,50.37131769,-41.847813,-28.03623
5046,26.98605474,0.424485,-26.982716
5047,29.43742806,6.044329,-28.810211
5048,25.93034293,-25.363889,5.390345
5049,9.623517662,-0.164419,9.622113
5050,26.095974,17.317903,19.521529
5051,30.34948385,-16.75347,25.306371
5052,21.05625133,20.557344,-4.55646
5053,23.2317824,21.144005,9.625319
5054,18.82715362,16.766073,8.565075
5055,70.40565607,42.238505,56.328191
5056,45.0887838,-42.210144,-15.852513
5057,22.00044098,21.559819,-4.381051
5058,18.26786669,2.109643,-18.145643
5059,31.16029759,-3.60379,-30.951201
5060,36.44897589,15.550849,32.965117
5061,3.766766106,-3.458294,1.492893
5062,22.97432659,-6.307213,-22.091599
5063,55.77149848,-28.299187,-48.058465
5064,27.8826707,3.226011,-27.695418
5065,26.22189805,8.07989,24.946008
5066,12.52168702,-8.831557,8.876725
5067,24.49245117,-14.197745,-19.95756
5068,19.20029426,16.836617,-9.229281
5069,8.89431015,8.870553,-0.649648
5070,32.8659221,21.350053,-24.986878
5071,17.97442709,-17.716447,-3.034392
5072,10.00416701,-9.891272,-1.498698
5073,9.958614856,7.747619,6.256869
5074,57.25216681,43.087697,37.699615
5075,20.49658377,18.471369,8.883607
5076,24.85541361,20.285257,-14.363145
5077,20.77506222,1.549369,-20.717207
5078,44.67412456,-44.66119,-1.074948
5079,30.84533073,19.605809,23.812742
5080,13.68287863,7.787989,11.250262
5081,27.36943909,18.852805,-19.840815
5082,28.77984492,28.779746,0.075459
5083,13.71758466,-1.649828,-13.61801
5084,7.89239613,3.722406,6.959426
5085,27.49078047,2.033703,27.415453
5086,19.02719013,-13.852421,13.043941
5087,14.83717746,-11.423993,9.467535
5088,87.65460233,-57.537672,-66.126739
5089,47.01075588,-28.712913,-37.223377
5090,13.10987221,4.318178,12.378291
5091,30.05131356,-14.793792,26.157698
5092,42.10022821,-3.228555,41.976251
5093,23.06456325,-2.007082,22.977069
5094,8.475087405,2.512425,-8.094123
5095,42.77030211,39.845644,15.54424
5096,38.74137681,-11.796891,-36.901594
5097,21.58504155,0.889355,21.566712
5098,19.06136811,-9.876808,16.302896
5099,33.8782298,17.942428,-28.736801
5100,24.60712434,10.267315,22.362755
5101,32.9000761,8.390472,31.812183
5102,46.44174556,29.697631,35.705552
5103,48.24352406,-42.703537,22.446504
5104,11.02766153,-7.20984,8.344311
5105,38.46502308,-38.307215,-3.480701
5106,10.18243736,7.756303,6.597105
5107,17.90168348,-12.589821,12.726613
5108,41.07095184,-36.566163,-18.701305
5109,17.93433998,14.410551,10.675981
5110,41.18373896,-36.426761,-19.214355
5111,45.26595878,-41.437739,18.218694
5112,24.61528056,-18.177084,16.598363
5113,23.56181381,-11.233282,20.71165
5114,49.63743621,-49.323696,5.572081
5115,74.02235174,-33.165688,-66.176625
5116,18.91576177,-6.36343,-17.813276
5117,20.01372196,16.201662,11.74969
5118,33.28308413,26.322801,20.368452
5119,18.09963171,16.565927,-7.291552
5120,30.72434012,-18.060037,24.855988
5121,20.94892776,10.267789,-18.260068
5122,7.27458139,3.622245,6.308635
5123,31.60798816,-4.374445,31.30382
5124,37.60847507,22.737842,-29.956434
5125,46.65324486,0.862687,-46.645268
5126,20.87980403,18.105705,10.399503
5127,37.10041272,28.650354,23.571123
5128,4.264040713,0.718403,-4.203087
5129,24.64361765,-24.513619,-2.527919
5130,30.04079542,-14.941082,26.061724
5131,31.03121193,-17.237362,-25.803284
5132,16.0816334,6.917947,14.517608
5133,24.03247957,-6.560062,23.119811
5134,15.17861067,13.861018,6.185661
5135,5.679353382,2.025568,-5.305858
5136,25.37982326,24.32048,-7.25601
5137,49.98426947,47.030728,16.927428
5138,25.44197683,-8.436829,24.002377
5139,8.133104567,8.128598,0.270711
5140,42.96645436,14.960788,-40.277674
5141,11.43415897,-5.293266,10.135153
5142,21.46377753,19.983075,-7.83393
5143,20.11505699,-20.096757,-0.857832
5144,5.251374053,5.129063,-1.126784
5145,19.98229186,-19.928203,-1.469256
5146,11.18633056,-3.209359,-10.716063
5147,30.04158796,-24.092583,-17.945597
5148,26.5635716,-26.212864,-4.30222
5149,10.73784585,1.799927,-10.585915
5150,20.96250237,-3.163631,20.722402
5151,26.52565054,-13.624448,22.759274
5152,56.71491358,-42.434448,37.628434
5153,9.701107255,9.312773,-2.717304
5154,35.5402893,35.329977,-3.860685
5155,28.80081058,27.731728,7.774185
5156,11.10582455,-7.124739,8.519239
5157,22.62197351,13.931816,17.822968
5158,2.263601237,-2.201454,0.526774
5159,29.48866897,24.074526,17.029351
5160,40.1522035,-38.192982,-12.389333
5161,13.70277192,-13.699838,0.283544
5162,6.214132676,-5.825989,2.161781
5163,11.0025921,4.898786,-9.851849
5164,36.78863477,-29.554345,-21.907632
5165,8.255268816,-6.629162,-4.919723
5166,37.20585541,5.001718,-36.868123
5167,18.68560528,6.105951,-17.659819
5168,24.03125977,23.473159,-5.149005
5169,23.686095,-23.665383,-0.990325
5170,28.1646471,-27.72473,-4.958497
5171,7.21653256,3.037597,-6.546094
5172,37.231208,-21.20105,30.605201
5173,27.21132121,-17.896491,-20.498088
5174,3.957500566,3.777862,-1.1788
5175,22.2332936,-11.184485,19.215271
5176,28.31800655,27.038657,8.415493
5177,3.325800927,0.871049,-3.209708
5178,14.69035627,-10.14891,-10.621026
5179,37.74683871,22.575164,30.252038
5180,9.005684813,8.811466,1.860222
5181,32.87150162,-30.120176,-13.164749
